,0,1,2,3,4
0,Cotton and Sericulture cultivation for the year 2010-11,,,,
1,(Area in acre and production in metric ton),,,,
2,Upazila,All7†otton Area,All7†otton Production,Sericulture Area,Sericulture Production
3,Adamdighi,2.8,4.34,0,0
4,Bogra sadar,0,0,17,14.95
5,Dhunat,11.61,4.29,0,0
6,Gabtali,6.93,10.66,0,0
7,Dhupchanchia,0,0,0,0
8,Kahaloo,8,20,0,0
9,Nandigram,0,0,0,0
10,Sariakandi,5,3,0,0
11,Sherpur,20,22,0,0
12,Shibganj,11.66,36.70,0,0
13,Sonatola,0,0,0,0
14,Shajahanpur,2.50,4.50,0,0
15,Total,66,105.49,17,14.95
