,0,1,2,3,4,5,6,7
0,Number of jute mill and number of worker 2011,,,,,,,
1,"
Upazila",Number of mill,Number of loom (installed),Number of loom,Number of loom,Number of workers,Number of workers,Number of workers
2,"
Upazila",Number of mill,Number of loom (installed),Operative,"Non-
operational",permanent,Temporary,Total
3,Adamdighi,0,0,0,0,0,0,0
4,Bogra sadar,3,325,325,0,325,675,1000
5,Dhunat,0,0,0,0,0,0,0
6,Gabtali,1,42,40,2,0,520,520
7,Dhupchanchia,0,0,0,0,0,0,0
8,Kahaloo,3,164,91,73,45,775,820
9,Nandigram,0,0,0,0,0,0,0
10,Sariakandi,0,0,0,0,0,0,0
11,Sherpur,0,0,0,0,0,0,0
12,Shibganj,1,85,85,0,22,10,32
13,Sonatola,0,0,0,0,0,0,0
14,Shajahanpur,1,40,30,10,99,101,200
15,Total,9,656,571,85,491,2081,2572
