,0,1,2,3,4,5,6
0,Annual average wholesale price of selected building material 2011,,,,,,
1,(Price in taka),(Price in taka),(Price in taka),(Price in taka),(Price in taka),(Price in taka),(Price in taka)
2,Upazila,"Brick-01
(per1000)","Cement
(per 50 kg bag)","Iron bar
(per ton)","Sand-01
(per c.f.t.)","Sand -02
(per c.f.t.)","Stone
(per c.f.t.)"
3,Bhandaria,6000,370,55000,30,8,65
4,Kawkhali,6000,380,63000,30,12,70
5,Mathbaria,5400,355,45000,28,6,90
6,Nazirpur,7000,440,62000,30,20,0
7,Nesarabad,6500,440,61000,12,9,120
8,Pirojpur Sadar,6500,365,56000,28,12,110
9,Zianagar,7500,365,52000,15,13,95
10,Average,6414,388,56286,25,11,79
