,0,1,2,3,4,5
0,Use of chemical fertilizer 2010-11,,,,,
1,,,,,,
2,Upazila,UREA,TSP,MP,DAP,Others
3,Bhandaria,1450,1020,380,25,170
4,Kawkhali,940,136,25,10,25
5,Mathbaria,1801,450,225,28,25
6,Nazirpur,3110,1257,675,80,0
7,Nesarabad,3650,2350,1650,130,1150
8,Pirojpur Sadar,2670,1690,860,79,1440
9,Zianagar,800,123,14,2,50
10,Total,14421,7026,3829,354,2860
