,0,1,2,3,4
0,Number of branch of Grameen bank 2011,,,,
1,Upazila,"Number of
branch","Number of
employee","Number of
member",Number of account
2,Bhandaria,2,13,3808,6605
3,Kawkhali,1,9,4011,4011
4,Mathbaria,7,48,8051,58641
5,Nazirpur,6,40,12713,16711
6,Nesarabad,5,41,11380,13344
7,Pirojpur Sadar,4,30,10664,20131
8,Zianagar,3,23,10239,11744
9,Total,28,204,60866,131187
