,0,1,2,3,4,5,6,7
0,Land utilization (temporary cropped area) 2008,,,,,,,
1,Upazila,Current fallow,Temporary Cropped area,Temporary Cropped area,Temporary Cropped area,Temporary Cropped area,Temporary Cropped area,Productivity of crop
2,Upazila,Current fallow,Single,Double,Triple,Net,Gross,Productivity of crop
3,Bhandaria,209,7627,7985,687,16299,25658,157
4,Kawkhali,13,4702,2261,458,7421,10598,143
5,Mathbaria,275,23050,16022,1656,40728,60062,147
6,Nazirpur,126,21515,9849,1370,32734,45323,138
7,Nesarabad,107,12805,946,422,14173,15963,113
8,Pirojpur Sadar,38,9294,5654,1395,16343,24787,152
9,Zianagar,56,5710,2315,921,8946,13103,146
10,Total,825,84703,45032,6909,136644,195494,143
