,0,1,2,3,4,5,6,7,8,9,10,11
0,"Population and literacy rate of 1981, 1991, 2001 & 2011 and number of voter 2011",,,,,,,,,,,
1,,,,,,,,,,,,
2, Upazila,Population (000),Population (000),Population (000),Population (000),Literacy rate (%),Literacy rate (%),Literacy rate (%),Literacy rate (%),Number of voter (000),Number of voter (000),Number of voter (000)
3, Upazila,1981,1991,2001,2011,1981,1991,2001,2011,Male,Female,Total
4,Kalia,184,196,208,220,26.91,31.9,41.0,55.3,60,64,124
5,Lohagara,177,208,221,229,26.5,38.2,47.7,61.9,68,73,141
6,Narail Sadar,220,251,269,273,35.2,54.9,54.7,65.5,86,89,175
7,Total,581,655,698,722,29.5,41.7,48.6,61.3,214,226,440
