,0,1,2,3,4,5,6
0,"Number and area of pond, dighee and other area 2010-2011",,,,,,
1,,,,,,,
2,(Area in acre) -  Upazila,(Area in acre) - Pond - Number,(Area in acre) - Pond - Area,(Area in acre) - Dighee - Number,(Area in acre) - Dighee - Area,(Area in acre) -  Other area,(Area in acre) -  Total area
3,Barlekha,1710,1294,0,0,45709,48713
4,Juri,2105,501,30,105,9,2775
5,Kamalganj,3290,1259,4,0,8,4624
6,Kulaura,1959,880,90,450,34472,37851
7,Moulvibazar Sadar,3246,1242,22,90,91,4691
8,Rajnagar,2596,1060,5,99,69,3829
9,Sreemangal,5441,571,18,380,22455,28865
10,Total,20347,6808,169,1124,102813,131349
