,0,1,2,3,4
0,Area and production of turmeric and ginger 2010-11,,,,
1,(Area in acre and production in metric ton),,,,
2,Upazila,Turmeric Area,Turmeric Production,Ginger Area,Ginger Production
3,Adamdighi,6.2,25.5,5,18.5
4,Bogra sadar,44,94,42,116
5,Dhunat,22,21.54,16.18,19.16
6,Dhupchanchia,0,0,0,0
7,Gabtali,16,13.03,6.84,4.93
8,Kahaloo,32,34,17,19
9,Nandigram,6.5,6.5,0,0
10,Sariakandi,9,7,1.51,2.17
11,Shajahanpur,50,72,21,39
12,Sherpur,83,233,25,92
13,Shibganj,196,666.4,150,480
14,Sonatola,47,135,2,8
15,Total,511.7,1307.97,286.53,798.76
