,0,1,2,3,4,5,6
0,"Area and production of wheat, jute and sugarcane 2009-10",,,,,,
1,(Area in acre and production in metric ton),,,,,,
2,Upazila,Wheat Area,Wheat Production,Jute Area,Jute Production,Sugarcane Area,Sugarcane Production
3,Adamdighi,10.5,9.4,7,1,0,0
4,Bogra sadar,92,74.94,206,190,0,0
5,Dhunat,610,559.98,18845,12194,28,533.27
6,Dhupchanchia,9,8.41,2,1,0,0
7,Gabtali,332,257.03,7542,5953,31.8,7.89
8,Kahaloo,35,28,53,50,4,65
9,Nandigram,17,7.7,12,8,0,0
10,Sariakandi,1075,825,10104,8841,109,1663
11,Shajahanpur,119,117,150,104,0,0
12,Sherpur,352,327,1685,1378,0,0
13,Shibganj,172,151.36,841,1,1515,30335
14,Sonatola,430,388,4433,5964,53,1173
15,Total,3253.5,2753.82,43880,34685,1740.8,33777.16
