,0,1,2,3,4
0,Number of tailoring shop and person engaged 2011,,,,
1,,,,,
2,Upazila,Unit,Person engaged Family,Person engaged Hired,Person engaged Total
3,Adamdighi,84,84,168,252
4,Bogra sadar,210,315,1895,2210
5,Dhunat,223,228,248,476
6,Gabtali,219,219,1092,1311
7,Dhupchanchia,68,92,182,274
8,Kahaloo,125,125,310,435
9,Nandigram,60,20,200,220
10,Sariakandi,220,220,380,600
11,Sherpur,102,102,1020,1122
12,Shibganj,147,0,441,441
13,Sonatola,210,210,390,600
14,Shajahanpur,129,145,123,268
15,Total,1797,1760,6449,8209
