,0,1,2,3,4,5,6,7
0,Land utilization (temporary cropped area) 2008,,,,,,,
1,,,,,,,,
2,Upazila,Current fallow,Temporary cropped area Single,Temporary cropped area Double,Temporary cropped area Triple,Temporary cropped area Net,Temporary cropped area Gross,Productivity of crop
3,Adamdighi,28,1008,25787,7000,33795,73582,218
4,Bogra sadar,0,945,14005,13390,30429,69125,227
5,Dhunat,9,2794,37915,10311,51716,109557,212
6,Dhupchanchia,2,250,25784,7480,33514,74258,222
7,Gabtali,0,6642,31056,11618,51232,128022,250
8,Kahaloo,0,1122,19500,27100,47853,121422,254
9,Nandigram,15,1130,33800,18493,53440,124209,232
10,Sariakandi,1775,5000,38200,3010,46210,47985,196
11,Shajahanpur,49,1200,30500,9069,40777,85049,209
12,Sherpur,147,5162,41280,10915,57307,57504,100
13,Shibganj,2,785,32010,22007,65247,130826,201
14,Sonatola,360,4280,16675,6663,34343,55924,163
15,Total,2387,30318,346512,147056,545863,1077463,193
