,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of Krishi and Co-operative bank 2011,,,,,,,,,,
1,,,,,,,,,,,
2, Upazila,Krishi bank,Krishi bank,Krishi bank,Krishi bank,Krishi bank,Co-operative bank,Co-operative bank,Co-operative bank,Co-operative bank,Co-operative bank
3, Upazila,Number of  branch,Account,Account,Account,Account,Number of  branch,Account,Account,Account,Account
4, Upazila,Number of  branch,S.D,C.D,F.D,S.T.D,Number of  branch,S.D,C.D,F.D,S.T.D
5,Jhalokati Sadar,5,11843,246,569,30,1,0,0,0,0
6,Kanthalia,0,0,0,0,0,0,0,0,0,0
7,Nalchity,2,208,99,312,11,0,0,0,0,0
8,Rajapur,4,9888,98,783,122,1,232,0,0,0
9,Total,11,21939,443,1664,163,2,232,0,0,0
