,0,1,2,3,4,5,6,7,8,9
0,Number of small scale and cottage industry 2011,,,,,,,,,
1,,,,,,,,,,
2, Upazila,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry
3, Upazila,Weaving/ handloom,Handy,Husking crafts mill,Goor processing,Biri factory,Salt processing,Dry fish processing,Pottery,Others
4,Jhalokati Sadar,17,15,160,0,1,9,0,6,0
5,Kanthalia,0,0,70,0,0,0,0,0,0
6,Nalchity,20,180,110,20,0,0,0,5,0
7,Rajapur,2,80,0,0,0,0,0,3,11
8,Total,39,275,340,20,1,9,0,14,11
