,0,1,2,3,4,5
0,Average rate of vehicle per kilo meter 2011,,,,,
1,Mymensingh,,,,,
2,,,,,,
3,(Rate in taka) -  Upazila,(Rate in taka) - Vehicle - Rickshaw,(Rate in taka) - Vehicle - Rickshaw van,(Rate in taka) - Vehicle - Easy bike,(Rate in taka) - Vehicle - Auto rickshaw,(Rate in taka) - Vehicle - Tempo
4,Bhaluka,11,15,19,18,22
5,Dhobaura,10,10,0,3,2.5
6,Fulbaria,6,6,8,8,5
7,Gaffargaon,20,10,10,5,4
8,Gauripur,10,10,15,15,15
9,Phulpur,10,8,7,5,4
10,Haluaghat,10,0,5,5,2
11,Ishwargonj,12,10,5,5,4
12,Muktagacha,7,5,5,10,5
13,Nandail,10,10,5,5,5
14,Mymensingh Sadar,10,15,5,5,3
15,Trishal,6,2,5,5,3
16,Average,10,8,7,7,6
