,0,1,2,3,4,5,6
0,"Area and production of brinjal, lady s finger and arum 2009-10",,,,,,
1,(Area in acre and production in metric ton),,,,,,
2,Upazila,Brinjal Area,Brinjal Production,Ladys finger Area,Ladys finger Production,Arum Area,Arum Production
3,Bhaluka,571,1774,110,250,366,1100
4,Dhobaura,207,339,11,10,247,2224
5,Fulbaria,39,155,19,31,106,628
6,Gaffargaon,580,2590,170,320,130,819
7,Gauripur,112,337,37,64,87,407
8,Haluaghat,67,161,59,111,63,244
9,Ishwargonj,318,696,34,46,105,283
10,Muktagacha,170,2440,90,875,62,300
11,Mymensingh Sadar,217,447,63,65,66,187
12,Nandail,478,1474,37,56,158,371
13,Phulpur,87,265,89,137,159,1343
14,Trishal,138,255,26,82,682,2016
15,Total,2984,10933,745,2046,2230,9922
