,0,1,2,3,4
0,Number of branch of Grameen bank 2011,,,,
1,Mymensingh,,,,
2,,,,,
3,Upazila,Number of branch,Number of employee,Number of member,Number of account
4,Bhaluka,8,57,19667,19667
5,Dhobaura,5,33,10045,13354
6,Fulbaria,9,69,35868,868
7,Gaffargaon,7,48,16246,25558
8,Gauripur,11,79,6720,30000
9,Haluaghat,5,37,13223,13223
10,Ishwargonj,9,73,34482,40410
11,Muktagacha,10,82,28563,85689
12,Mymensingh Sadar,10,66,26365,38263
13,Nandail,7,72,13543,23342
14,Phulpur,6,42,20731,491
15,Trishal,8,64,4680,24200
16,Total,95,722,230133,315065
