,0,1,2,3,4
0,Number of branch of private commercial bank 2011,,,,
1,,,,,
2,Upazila,Number of branch,Number of employee,Number of savings A/C,Number of current A/C
3,Austagram,0,0,0,0
4,Bajitpur,2,24,6868,1180
5,Bhairab,14,185,44477,5817
6,Hossainpur,1,3,205,0
7,Itna,0,0,0,0
8,Karimganj,0,0,0,0
9,Katiadi,0,0,0,0
10,Kishoreganj Sadar,5,119,19415,4383
11,Kuliar-char,0,0,0,0
12,Mithamain,0,0,0,0
13,Nikli,0,0,0,0
14,Pakundia,2,15,1062,260
15,Tarail,2,18,4760,464
16,Total,26.00,364.00,76787.00,12104.00
