,0,1,2,3,4,5,6,7
0,Average price of selected items 2011,,,,,,,
1,"(Price Unit per KG, Taka)",,,,,,,
2, Upazila,Fine Rice (Minicate),Medium Rice,Coarse Rice (Normal), Wheat,Coarse Flour (Aata), Potato,Soyabean oil
3,Austagram,42,33,31,20,32,16,136
4,Bajitpur,44,30,26,22,26,20,123
5,Bhairab,45,36,34,20,25,14,110
6,Hossainpur,44,32,28,0,32,8,140
7,Itna,0,34,28,25,37,12,130
8,Karimganj,48,36,30,0,29,11,132
9,Katiadi,45,35,30,25,30,10,120
10,Kishoreganj Sadar,43,35,31,25,30,12,108
11,Kuliar-char,45,38,28,20,28,15,140
12,Mithamain,45,40,38,30,37,15,130
13,Nikli,48,32,20,20,28,15,120
14,Pakundia,38,33,27,21,28,12,130
15,Tarail,39,32,28,22,28,12,132
16,Total,526,446,379,250,390,172,1651
