,0,1,2,3
0,Number of selected agricultural machine 2008,,,
1,,,,
2, Upazila,Number of power Tiller, Tractor,Number of threshing machine
3,Austagram,91,84,593
4,Bajitpur,98,41,437
5,Bhairab,61,32,369
6,Hossainpur,166,27,292
7,Itna,184,37,313
8,Karimganj,202,31,719
9,Katiadi,223,39,615
10,Kishoreganj Sadar,239,12,403
11,Kuliar-char,94,32,267
12,Mithamain,122,24,226
13,Nikli,136,29,250
14,Pakundia,195,35,338
15,Tarail,110,15,257
16,Total,1921,438,5079
