,0,1,2,3,4,5
0,Existing position of Government employee by category 2011,,,,,
1,,,,,,
2,Upazila,Class-I,Class-II,Class-III,Class-IV,Number of Total Employees
3,Austagram,20,14,141,60,235
4,Bajitpur,33,40,772,94,939
5,Bhairab,20,29,182,45,276
6,Hossainpur,28,16,229,82,362
7,Itna,10,16,258,186,470
8,Karimganj,34,24,745,34,837
9,Katiadi,29,23,788,90,930
10,Kishoreganj Sadar,32,16,306,80,434
11,Kuliar-char,52,23,450,533,1058
12,Mithamain,26,6,331,60,423
13,Nikli,19,15,391,100,525
14,Pakundia,34,18,778,132,962
15,Tarail,22,17,219,71,329
16,Total,359,257,5590,1567,7780
