,0,1,2,3,4,5,6,7
0,"Number of pond, dighee, flood camps, shelter, cyclone shelter, stadium,  playground, park,  amusement park 2011",,,,,,,
1,,,,,,,,
2, Upazila, Pond, Dighee,Rivers flow,Flood camps/ shelter,Cyclone shelter,Stadium/ Playground,Park/ Amusement Park
3,Austagram,251,0,10,43,0,5,0
4,Bajitpur,1708,15,1,0,0,25,0
5,Bhairab,213,0,4,1,0,12,1
6,Hossainpur,5686,0,1,0,0,10,0
7,Itna,95,8,2,5,0,1,0
8,Karimganj,2552,542,2,7,0,65,0
9,Katiadi,2520,5,2,0,0,35,1
10,Kishoreganj Sadar,8637,213,3,0,0,22,0
11,Kuliar-char,1194,1,1,0,0,6,1
12,Mithamain,193,1,3,19,0,15,0
13,Nikli,488,0,3,14,0,24,0
14,Pakundia,5375,2,3,5,0,15,0
15,Tarail,2110,0,1,3,0,12,0
16,Total,31022,787,36,97,0,247,3
