,0,1,2,3,4,5,6,7,8,9
0,Number of selected industry by upazila 2011,,,,,,,,,
1,,,,,,,,,,
2, Upazila,Textile mill,Garments factory,Rice mill,Match factory,Steel and engineering, Aluminium,Jute mill,Sugar mill, Others
3,Austagram,0,0,93,0,0,0,0,0,0
4,Bajitpur,0,0,25,0,0,1,0,0,0
5,Bhairab,0,0,115,0,2,2,1,0,5
6,Hossainpur,0,0,880,0,0,0,0,0,0
7,Itna,0,0,0,0,0,0,0,0,0
8,Karimganj,0,0,52,0,0,0,0,0,0
9,Katiadi,0,0,10,0,0,0,0,0,0
10,Kishoreganj Sadar,2,0,148,0,0,0,0,0,0
11,Kuliar-char,0,0,45,0,0,0,0,0,0
12,Mithamain,0,0,01,0,0,0,0,0,0
13,Nikli,0,0,140,0,0,0,0,0,0
14,Pakundia,0,0,15,0,0,0,0,0,15
15,Tarail,0,0,62,0,0,0,0,0,0
16,Total,2,0,1586,0,2,3,1,0,20
