,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of Krishi and Co-operative bank 2011,,,,,,,,,,
1,"
Upazila",Krishi bank,Krishi bank,Krishi bank,Krishi bank,Krishi bank,Co-operative bank,Co-operative bank,Co-operative bank,Co-operative bank,Co-operative bank
2,"
Upazila",Number of  branch,Account,Account,Account,Account,Number of  branch,Account,Account,Account,Account
3,"
Upazila",Number of  branch,S.D,C.D,F.D,S.T.D,Number of  branch,S.D,C.D,F.D,S.T.D
4,Belabo,3,19638,195,91,285,0,0,0,0,0
5,Manohardi,3,20591,174,124,7,0,0,0,0,0
6,Narsingdi Sadar,2,12077,358,145,15,0,0,0,0,0
7,Palash,2,4312,68,132,0,0,0,0,0,0
8,Roypura,3,19701,2200,126,16,0,0,0,0,0
9,Sibpur,4,1175,197,65,0,0,0,0,0,0
10,Total,17,77494,3192,683,323,0,0,0,0,0
