,0,1,2,3,4,5
0,Use of chemical fertilizer 2010-11,,,,,
1,Upazila,UREA,TSP,MP,DAP,Others
2,Belabo,3732,876,512,26,2
3,Manohardi,5960,823,1760,2786,377
4,Narsingdi Sadar,4478,637,766,121,239
5,Palash,2074,88,89,89,144
6,Roypura,8303,1655,1566,9,617
7,Sibpur,5658,1050,795,213,1050
8,Total,30205,5129,5488,3244,2429
