,0,1,2,3,4,5,6,7,8
0,"Number of Government primary school (class I-V), teacher and student 2011",,,,,,,,
1,,,,,,,,,
2,Upazila/City corporation,Number of Government primary school,Number of teacher Male,Number of teacher Female,Number of teacher Total,Number of student Male,Number of student Female,Number of student Total,Students per teacher
3,Balaganj,143,286,429,715,15566,17954,33520,13
4,Beanibazar,113,178,329,507,19145,16640,35785,71
5,Bishwanath,100,171,284,455,13965,15055,29020,64
6,Companiganj,32,71,96,167,7557,7055,14612,87
7,Dakhin surma,80,75,405,480,9919,10226,20145,42
8,Fenchuganj,36,46,118,164,4774,5307,10081,61
9,Golapganj,140,232,427,659,19576,19055,38631,59
10,Gowainghat,85,158,232,390,14200,15920,30120,77
11,Jaintiapur,41,69,154,223,5848,6180,12028,54
12,Kanaighat,92,231,192,423,16996,13219,30209,71
13,Sylhet city corporation,37,13,249,262,21474,11367,32841,12
14,Sylhet sadar,61,51,250,301,24407,12756,37163,123
15,Zakiganj,107,198,276,473,13038,18003,311041,66
16,Total,1067,1779,3441,5219,186465,168737,635196,12
