,0,1,2,3,4,5,6,7,8
0,"Number of secondary school, teacher and student by municipality 2011",,,,,,,,
1,Jamalpur,,,,,,,,
2,,,,,,,,,
3, Upazila,Number of institute,Number of teacher - Male,Number of teacher - Female,Number of teacher - Total,Number of student - Male,Number of student - Female,Number of student - Total,Students per teacher
4,Bakshiganj,0,0,0,0,0,0,0,0
5,Dewanganj,5,39,14,53,1288,1170,2458,46
6,Islampur,4,55,23,78,1372,1864,3236,41
7,Jamalpur Sadar,19,204,114,318,6621,5915,12536,39
8,Madarganj,6,44,19,63,1317,1189,2506,40
9,Melandaha,5,48,14,62,1233,805,2038,33
10,Sarishabari,5,55,33,88,2063,1721,3784,43
11,Total,44,445,217,662,13894,12664,26558,40
