,0,1,2,3,4,5
0,Cropped area sprayed with plant protection measures 2008,,,,,
1,Barisal,,,,,
2,,,,,,
3,Upazila/city corporation,Total farm holding Number,Total farm holding Cropped area,Spraying farm holding Number,Spraying farm holding Cropped area,Reporting area sprayed
4,Agailjhara,31808,27787,25630,25317,24700
5,Babuganj,22050,12926,7605,12926,7970
6,Bakerganj,50361,41412,26243,31572,2062
7,Banaripara,23905,6300,21051,1670,10300
8,Barisal city corporation,5064,10988,1289,2694,1548
9,Barisal Sadar,35451,77115,902,18931,10842
10,Gaurnadi,26459,26509,6516,11630,4210
11,Hizla,21463,38656,21463,38656,19570
12,Mehendiganj,42029,77600,27600,44188,35350
13,Muladi,29192,37800,29192,37800,20500
14,Wazirpur,33000,33700,30000,26290,2198
15,Total,320782,390793,197491,251674,139250
