,0,1,2,3,4,5,6
0,"Area and production of wheat, jute and sugarcane crops 2009-10",,,,,,
1,(Area in acre  production in metric ton),,,,,,
2,Upazila/city corporation,Wheat Area,Wheat Production,Jute Area,Jute Production,Sugercane Area,Sugercane Production
3,Agailjhara,6,5158,442,340,0,0
4,Babuganj,148,67,1722,1507,311,79
5,Bakerganj,25,9,0,0,5,2.5
6,Banaripara,30,120,85,382.5,433,1958
7,Barisal city corporation,7,6,29,16,3,19
8,Barisal sadar,176,148,136,103,20,131
9,Gaurnadi,123,80,974,622,205,334
10,Hizla,101,43,1421,478,34,35
11,Mehendiganj,490,196,0,0,91,100.1
12,Muladi,830,448,3600,1956,375,412
13,Wazirpur,76,54.26,285,217.74,74,9.99
14,Total,2012,6329.26,8694,5622.24,1551,3080.59
