,0,1,2,3,4,5
0,"Number of hat-bazar, growth centre, hotel  restaurant 2011",,,,,
1,Barisal,,,,,
2,,,,,,
3,Upazila/city corporation,Daily bazaar,Weekly hat,Growth centre,Restaurant,Hotel (residential)
4,Agailjhara,6,18,3,137,2
5,Babuganj,4,19,4,103,0
6,Bakerganj,20,48,8,580,0
7,Banaripara,7,11,3,62,1
8,Barisal city corporation,2,49,3,256,1
9,Barisal city corporation,15,4,0,317,59
10,Gaurnadi,13,14,2,452,2
11,Hizla,14,17,2,87,4
12,Mehendiganj,26,30,5,235,4
13,Muladi,1,50,3,350,2
14,Wazirpur,11,29,4,5,2
15,Total,119,289,37,2584,77
