,0,1,2,3,4
0,"Number of registered rickshaw, van, easy-bike and auto-rickshaw 2011",,,,
1,Barisal,,,,
2,,,,,
3,Upazila/city corporation,Rickshaw,Van,Easy-bike and auto-rickshaw,Tempo
4,Agailjhara,81,352,16,16
5,Babuganj,13,23,47,37
6,Bakerganj,120,60,85,10
7,Banaripara,392,35,20,63
8,Barisal city corporation,10821,3000,1290,105
9,Barisal Sadar,623,452,121,53
10,Gaurnadi,650,780,185,35
11,Hizla,60,25,16,68
12,Mehendiganj,800,185,20,50
13,Muladi,125,56,12,14
14,Wazirpur,122,65,75,22
15,Total,13807,5033,1887,473
