,0,1,2,3,4,5,6
0,Number of holding reporting cattle head 2008,,,,,,
1,,,,,,,
2,Upazila/city corporation,Total household,Number of household based on cattle head 1-3 heads,Number of household based on cattle head 4-6 heads,Number of household based on cattle head 7 -9 heads,Number of household based on cattle head 10-15 heads,Number of household based on cattle head 15 heads  above
3,Agailjhara,13056,6187,4322,2454,84,9
4,Babuganj,12109,7842,3194,1040,33,0
5,Bakerganj,47416,28372,16281,2698,52,13
6,Banaripara,26315,26272,31,10,2,0
7,Barisal city corporation,1454,1044,392,16,2,0
8,Barisal sadar,15912,11431,4282,172,27,0
9,Gaurnadi,13148,10676,2344,112,15,1
10,Hizla,13749,7905,3449,1914,362,119
11,Mehendiganj,1476,980,303,98,78,17
12,Muladi,16401,10133,4330,1900,32,6
13,Wazirpur,12000,9500,1500,700,290,10
14,Total,173036,120342,40428,11114,977,175
