,0,1,2,3,4
0,Number of wooden furniture shop and person engaged 2011,,,,
1,Barisal,,,,
2,,,,,
3,Upazila/city corporation,Number of unit,Person engaged Family,Person engaged Hired,Person engaged Total
4,Agailjhara,615,718,113,831
5,Babuganj,68,82,122,204
6,Bakerganj,288,376,484,860
7,Banaripara,180,290,700,990
8,Barisal city corporation,142,151,357,508
9,Barisal Sadar,64,72,105,177
10,Gaurnadi,172,132,860,992
11,Hizla,79,92,150,242
12,Mehendiganj,50,50,180,230
13,Muladi,80,45,400,445
14,Wazirpur,225,230,670,900
15,Total,1963,2238,4141,6379
