,0,1,2,3,4,5,6,7,8
0,Number of ebtedayee madrasah 2011,,,,,,,,
1,Barisal,,,,,,,,
2,,,,,,,,,
3,Upazila/city corporation,Number of madrasah,Number of teacher Male,Number of teacher Female,Number of teacher Total,Number of student Male,Number of student Female,Number of student Total,Student per teacher
4,Agailjhara,6,81,8,89,1023,863,1886,21
5,Babuganj,3,10,2,12,180,125,305,25
6,Bakerganj,4,24,0,24,377,103,480,20
7,Banaripara,21,70,12,82,1060,850,1910,23
8,Barisal city corporation,0,0,0,0,0,0,0,0
9,Barisal Sadar,2,5,4,9,143,102,245,27
10,Gaurnadi,43,73,19,92,2080,2220,4300,47
11,Hizla,7,19,4,23,412,480,892,39
12,Mehendiganj,38,137,15,152,4244,2830,7074,47
13,Muladi,5,20,5,25,298,202,500,20
14,Wazirpur,22,70,10,80,1677,1662,3339,42
15,Total,151,509,79,588,11494,9437,20931,36
