,0,1,2,3,4
0,Number of bamboo and cane industry and person engaged 2011,,,,
1,Barisal,,,,
2,,,,,
3,Upazila/city corporation,Number of unit,Person engaged Family,Person engaged Hired,Person engaged Total
4,Agailjhara,592,635,0,635
5,Babuganj,22,34,0,34
6,Bakerganj,430,815,103,918
7,Banaripara,54,105,200,305
8,Barisal city corporation,8,10,4,14
9,Barisal Sadar,194,205,52,257
10,Gaurnadi,282,306,172,478
11,Hizla,11,19,3,22
12,Mehendiganj,445,525,0,525
13,Muladi,6,12,0,12
14,Wazirpur,225,350,0,350
15,Total,2269,3016,534,3550
