,0,1,2,3,4
0,Number of Saw mill and person engaged 2011,,,,
1,,,,,
2,Upazila/city corporation,Number of unit,Person engaged Family,Person engaged Hired,Person engaged Total
3,Agailjhara,18,18,54,72
4,Babuganj,42,31,137,168
5,Bakerganj,68,68,272,340
6,Banaripara,21,21,105,126
7,Barisal city corporation,41,41,168,209
8,Barisal sadar,44,48,158,206
9,Gaurnadi,32,14,146,160
10,Hizla,15,26,102,128
11,Mehendiganj,44,44,264,308
12,Muladi,30,30,150,180
13,Wazirpur,52,0,260,260
14,Total,407,341,1816,2157
