,0,1,2,3,4,5
0,Existing position of Government employees by category 2011,,,,,
1,Barisal,,,,,
2,,,,,,
3,Upazila/city corporation,Class-I,Class-II,Class-III,Class-IV,Number of total employee
4,Agailjhara,9,10,232,77,327
5,Babuganj,19,19,578,155,771
6,Bakerganj,54,0,1174,134,1395
7,Banaripara,28,15,249,135,427
8,Barisal city corporation,456,305,11121,254,12136
9,Barisal Sadar,26,22,359,90,497
10,Gaurnadi,13,33,94,43,164
11,Hizla,12,19,92,59,182
12,Mehendiganj,27,37,355,106,525
13,Muladi,18,17,257,52,344
14,Wazirpur,21,30,321,188,560
15,Total,683,507,14832,1293,17328
