,0,1,2,3,4
0,Distribution of high breed paddy seeds under government,,,,
1,Barisal,,,,
2,,,,,
3,Upazila/city corporation,Crop seeds,2008-09,2009-10,2010-11
4,Agailjhara,Hybreed Peddy seeds,0,0,0
5,Babuganj,0,0,0,0
6,Bakerganj,0,0,0,0
7,Banaripara,Hybreed,0.75,1,1.5
8,Barisal city corporation,Peddy seeds,0.181,0.272,1.272
9,Barisal Sadar,Peddy seeds,1.819,2.728,12.728
10,Gaurnadi,Peddy seeds,10,11,15
11,Hizla,Hybreed,0,0,0
12,Mehendiganj,Hybreed Peddy seeds,210,540,120
13,Muladi,0,160,172,1
14,Wazirpur,Boro,51.75,58,72.5
15,Total,,432.681,782.272,211.272
