,0,1,2,3,4,5
0,"Number of non-registered rickshaw, van, easy bike and and auto-rickshaw, etc. 2011",,,,,
1,,,,,,
2,Upazila/city corporation,Rickshaw,Van,Easy bike and auto- rickshaw,Tempo,Nochimon/ korimon/ bhotvoti
3,Agailjhara,185,162,47,32,47
4,Babuganj,116,168,47,38,39
5,Bakerganj,180,210,23,160,230
6,Banaripara,200,25,15,0,48
7,Barisal city corporation,308,110,189,42,50
8,Barisal sadar,21,130,207,30,18
9,Gaurnadi,72,262,25,25,75
10,Hizla,33,32,12,8,26
11,Mehendiganj,20,95,8,7,0
12,Muladi,54,83,25,45,15
13,Wazirpur,90,65,42,60,110
14,Total,1279,1342,640,447,658
