,0,1,2,3,4,5,6
0,Police personnel and criminal offences by municipality 2011,,,,,,
1,,,,,,,
2, Municipality,Police personnel,Criminal offence - Number of offence,Criminal offence - Number of case filled,Traffic accident (Reported) - Number of accident,Traffic accident (Reported) - Person killed,Traffic accident (Reported) - Person injured
3,Birampur,33,27,27,2,2,5
4,Birganj,43,240,240,1,0,1
5,Setabganj,30,124,124,0,0,0
6,Dinajpur,53,3982,821,80,53,33
7,Fulbari,39,189,189,17,15,35
8,Ghoraghat,34,96,96,0,0,0
9,Hakimpur,43,0,315,0,0,0
10,Parbatipur,24,51,51,0,0,0
11,Total,299,4709,1863,100,70,74
