,0,1,2,3,4
0,Number of Saw mill and person engaged 2011,,,,
1,Dinajpur,,,,
2,,,,,
3, Upazila, Unit,Person engaged - Family,Person engaged - Hired,Person engaged - Total
4,Biral,14,18,58,76
5,Birampur,20,30,80,120
6,Birganj,28,32,125,157
7,Bochaganj,19,22,76,98
8,Chirirbandar,24,36,80,116
9,Dinajpur Sadar,33,33,98,231
10,Fulbari,13,13,68,81
11,Ghoraghat,25,25,96,121
12,Hakimpur,7,5,28,33
13,Kaharole,24,46,120,166
14,Khansama,17,17,68,85
15,Nawabganj,27,27,108,135
16,Parbatipur,35,37,1675,1712
17,Total,286,341,2680,3131
