,0,1,2,3,4
0,Area and production of cauliflower and cucumber 2010-11,,,,
1,(Area in acre and production in metric ton),,,,
2,Upazila,Cauliflower Area,Cauliflower Production,Cucumber Area,Cucumber Production
3,Biral,95,206,47,47
4,Birampur,260,755,50,100
5,Birganj,259,1032,32,87
6,Bochaganj,123,338,11,4
7,Chirirbandar,68,165,41,98
8,Dinajpur Sadar,200,746,66,1540
9,Fulbari,59,236,17,51
10,Ghoraghat,55,160,10,20
11,Hakimpur,20,65,5,16
12,Kaharole,260,1154,21,79
13,Khansama,95,228,19,38
14,Nawabganj,75,217,11,22
15,Parbatipur,56,199,33,85
16,Total,1625,5501,363,2187
