,0,1,2,3,4,5,6,7,8
0,"Number of growth centre, hat , bazar, poultry farm, dairy farm, nursery, horticulture centre, brick kiln, decorator service 2011",,,,,,,,
1,Chapai_Nawabganj,,,,,,,,
2,,,,,,,,,
3,Upazila,Growth centre,Hat /bazar,Poultry farm,Dairy farm,Nursery,Horticulture centre,Brick kiln,Decorator service
4,Bholahat,2,26,4,13,21,0,6,10
5,Chapai Nawabganj Sadar,6,47,152,46,42,2,54,62
6,Gomastapur,2,39,128,24,28,0,20,20
7,Nachole,5,30,22,22,10,0,6,11
8,Shibganj,6,54,181,52,35,1,30,46
9,Total,21,196,487,157,136,3,116,149
