,0,1,2,3,4
0,Number of fisherman and production of fish in following years,,,,
1,Chapai_Nawabganj,,,,
2,,,,,
3,(Production in Metric Ton) - Upazila,(Production in Metric Ton) - 2010-11 - Number,(Production in Metric Ton) - 2010-11 - Production,(Production in Metric Ton) - 2009-10 - Number,(Production in Metric Ton) - 2009-10 - Production
4,Bholahat,1587,713,1577,750
5,Chapai Nawabganj Sadar,1152,503,1160,566
6,Gomastapur,1095,1263,1083,1257
7,Nachole,350,12,310,10
8,Shibganj,2121,5075,2121,5050
9,Total,6305,7566,6251,7633
