,0,1,2,3,4,5,6
0,Literacy (7+) rate of 2001 & 2011,,,,,,
1,,,,,,,
2,Upazila,2001 Male,2001 Female,2001 Both,2011 Male,2011 Female,2011 Both
3,Akhaura,51.9,48.2,50.0,53.0,52.5,52.7
4,Ashuganj,49.7,42.7,46.2,52.0,50.4,51.2
5,Banchharampur,38.4,31.7,35.0,40.2,37.2,38.5
6,Bijoynagar,-,-,-,48.4,48.0,48.2
7,Brahmanbaria Sadar,46.2,42.4,44.4,53.6,53.3,53.4
8,Kasba,46.5,40.7,43.5,50.5,50.8,50.7
9,Nabinagar,40.2,35.6,37.9,42.8,44.3,43.6
10,Nasirnagar,32.1,23.7,27.8,35.9,34.0,34.9
11,Sarail,36.2,29.7,32.9,42.1,39.8,40.9
12,Total,42.3,36.7,39.5,45.7,44.9,45.3
