,0,1,2,3
0,Length of embankment road & canal 2011,,,
1,(Kilometer),,,
2,Upazila,Embankment road,Canals,Others road
3,Akhaura,0,0,0
4,Ashuganj,0,0,0
5,Banchharampur,0,126,0
6,Bijoynagar,0,9.08,0
7,Brahmanbaria Sadar,0,0,0
8,Kasba,0,177,16
9,Nabinagar,0,253,0
10,Nasirnagar,4,70,0
11,Sarail,0,25,0
12,Total,4,660.08,16
