,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of Pubali and Uttara bank 2011,,,,,,,,,,
1,,,,,,,,,,,
2, Upazila,Pubali bank,Pubali bank,Pubali bank,Pubali bank,Pubali bank,Uttara bank,Uttara bank,Uttara bank,Uttara bank,Uttara bank
3, Upazila,Number of  branch,Account,Account,Account,Account,Number of  branch,Account,Account,Account,Account
4, Upazila,Number of  branch,S.D,C.D,F.D,S.T.D,Number of  branch,S.D,C.D,F.D,S.T.D
5,Baliakandi,0,0,0,0,0,0,0,0,0,0
6,Goalanda,0,0,0,0,0,0,0,0,0,0
7,Kalukhali,0,0,0,0,0,0,0,0,0,0
8,Pangsha,1,309,289,65,5,0,0,0,0,0
9,Rajbari Sadar,1,1837,378,265,37,1,616,158,100,3
10,Total,2,2146,667,330,42,1,616,158,100,3
