,0,1,2,3,4,5,6,7,8
0,"Number of Government college, teacher and student 2011",,,,,,,,
1,,,,,,,,,
2, Upazila,Number of  college,Number of teacher,Number of teacher,Number of teacher,Number of student,Number of student,Number of student,Students per teacher
3, Upazila,Number of  college,Male,Female,Total,Male,Female,Total,Students per teacher
4,Baliakandi,0,0,0,0,0,0,0,0
5,Goalanda,0,0,0,0,0,0,0,0
6,Kalukhali,0,0,0,0,0,0,0,0
7,Pangsha,0,0,0,0,0,0,0,0
8,Rajbari Sadar,2,64,13,77,3524,3959,7483,97
9,Total,2,64,13,77,3524,3959,7483,97
