,0,1,2,3,4,5
0,"Name of land, river port, important or historical, tourist places, objects, important, famous crop or food production 2011",,,,,
1,Nilphamari,,,,,
2,,,,,,
3,Upazila,Name of Land/River/Sea port,Name of Important or historical/tourist place/object,Name of important /famous crop or food production,Customer care service providers name of cell phone operator,Distance between district head quarter  upazila by road (km)
4,Dimla,-,-,Paddy,"Grameen phone, Banglalink",42
5,Domar,-,Kalondar,Amon,"Grameen phone, Banglalink",22
6,Joldhaka,-,-,Paddy,"Grameen phone, Banglalink",25
7,Kishorgonj,-,-,"Patato, Brinzal","Grameen phone, Banglalink",25
8,Nilphamary Sadar,-,Nilsagor,Tobaco,"Grameen phone, Banglalink",0.5
9,Sayedpur,-,Rail Workshop,Paddy,"Grameen phone, Banglalink",24
