,0,1,2,3,4,5,6,7,8
0,"Number of school  college (operating jointly), teacher and student 2011",,,,,,,,
1,Nilphamari,,,,,,,,
2,,,,,,,,,
3,Upazila,Number of  Institute,Number of teacher - Male,Number of teacher - Female,Number of teacher - Total,Number of student - Male,Number of student - Female,Number of student - Total,Students per teacher
4,Dimla,1,19,1,20,495,380,875,44
5,Domar,0,0,0,0,0,0,0,0
6,Joldhaka,0,0,0,0,0,0,0,0
7,Kishorgonj,2,39,5,44,831,600,1431,33
8,Nilphamary Sadar,3,59,16,75,930,864,1794,24
9,Sayedpur,9,249,144,393,5143,6610,11753,30
10,Total,15,366,166,532,7399,8454,15853,30
