,0,1,2,3
0,Length of railway and water way 2011,,,
1,Nilphamari,,,
2,(Kilometer),,,
3,Upazila,"Total railway (all broad gage, meter gage  duel gage)",Water way in monsoon (river + canal),Water way in round the year (river + canal)
4,Dimla,0,70.00,40.15
5,Domar,31.00,262.00,262.00
6,Joldhaka,0,0,0
7,Kishorgonj,0,0,0
8,Nilphamary Sadar,25.06,0,0
9,Sayedpur,7.26,0,0
10,Total,63.32,332.00,302.15
