,0,1,2,3,4,5,6
0,"Area and production of jackfruit, banana and pineapple 2010-11",,,,,,
1,Nilphamari,,,,,,
2,(Area in acre and production in metric ton),,,,,,
3,Upazila,Jackfruits Area,Jackfruits Production,Banana Area,Banana Production,Pineapple Area,Pineapple Production
4,Dimla,830,12550,570,1595,23,113
5,Domar,1451,6228,205,1037,42,163
6,Joldhaka,18,337,8,98,0,0
7,Kishorgonj,46,1595,10,283,0,3
8,Nilphamary Sadar,30,766,24,9494,0,0
9,Sayedpur,454,3087,42,709,0,0
10,Total,2829,24563,859,13216,65,279
