,0,1,2,3,4
0,Number of low lift pump scheme 2010-11,,,,
1,,,,,
2,Upazila,Number of pumps fielded - Electric,Number of pumps fielded - Diesel,Number of pumps fielded - Total,Area irrigated (in acre)
3,Belkuchi,1638,2933,4571,17871
4,Chauhali,21,1512,1534,10372
5,Kamarkhanda,1274,2419,3693,17435
6,Kazipur,973,30522,31495,32826
7,Royganj,1285,8170,9455,35612
8,Shahjadpur,3735,5070,8805,39873
9,Sirajganj Sadar,1541,4189,5730,70312
10,Tarash,734,13660,14394,91160
11,Ullahpara,3420,8710,12130,66534
12,Total,14621,77185,91807,381995
