,0,1,2,3,4,5,6
0,"Area and production of mango, litchi and blackberry 2009-10",,,,,,
1,(Area in acre and production in metric ton),,,,,,
2,Upazila,Mango Area,Mango Production,Litchi Area,Litchi Production,Blackberry Area,Blackberry Production
3,Belkuchi,610,6200,7,48,14,38
4,Chauhali,12,292,0,0,0,0
5,Kamarkhanda,49,343,5,13,24,470
6,Kazipur,568,2860,24,48,17,16
7,Royganj,98,330,45,41,35,145
8,Shahjadpur,74,3214,1,9,1,7
9,Sirajganj Sadar,300,1175,50,105,50,100
10,Tarash,296,841,12,27,31,109
11,Ullahpara,398,1006,10,18,25,19
12,Total,2405,16261,154,309,197,904
