,0,1,2,3,4,5,6,7,8
0,"Number of kindergarten school (pre schooling), teacher and student 2011",,,,,,,,
1,Sherpur,,,,,,,,
2,,,,,,,,,
3,Upazila,Number of kindergarten school,Number of teacher - Male,Number of teacher - Female,Number of teacher - Total,Number of student - Male,Number of student - Female,Number of student - Total,Students per teacher
4,Jhenaigati,29,152,174,326,2600,2200,4800,15
5,Nakla,32,50,67,117,1705,1630,3335,29
6,Nalitabari,13,20,46,66,1680,1375,3055,46
7,Sherpur Sadar,71,540,361,901,3648,3940,7588,8
8,Sreebardi,35,149,61,210,3695,1515,5210,25
9,Total,180,911,709,1620,13328,10660,23988,15
