,0,1,2,3,4,5,6,7
0,Land utilization (temporary cropped area) 2008,,,,,,,
1,Thakurgaon,,,,,,,
2,,,,,,,,
3,Upazila,Current fallow,Temporary cropped area Single,Temporary cropped area Double,Temporary cropped area Triple,Temporary cropped area Net,Temporary cropped area Gross,Productivity of crop
4,Baliadangi,205,2100,36850,19854,58804,114872,195
5,Haripur,333,6500,30404,5701,42605,88553,208
6,Pirgonj,30,5810,58784,3651,68245,133990,196
7,Ranisankail,505,8050,37252,17627,62929,131052,208
8,Thakurgaon Sadar,2200,17210,98412,22740,138362,274401,198
9,Total,3273,39670,261702,69573,370945,742868,200
