,0,1,2,3,4,5,6
0,"Selected poultry, birds 2008",,,,,,
1,Thakurgaon,,,,,,
2,,,,,,,
3,Upazila,Hen and cock Holding reporting,Hen and cock Total number,Duck Holding reporting,Duck Total number,Others Holding reporting,Others Total number
4,Baliadangi,25317,202536,2198,10990,3208,12832
5,Haripur,15292,278840,2543,84980,40,6500
6,Pirgonj,28150,112600,9883,6084,322,1050
7,Ranisankail,28043,360859,2298,34483,725,14531
8,Thakurgaon Sadar,55312,1683228,4315,71124,4143,10302
9,Total,152114,2638063,21237,207661,8438,45215
