,0,1,2,3,4,5
0,Cropped area sprayed with plant protection measures 2008,,,,,
1,Thakurgaon,,,,,
2,,,,,,
3,Upazila,Total farm holding Number,Total farm holding Cropped area,Spraying farm holding Number,Spraying farm holding Cropped area,Reporting area sprayed
4,Baliadangi,2010,741,2010,617,617
5,Haripur,21835,43669,21835,43669,40500
6,Pirgonj,36148,69234,35530,69130,47016
7,Ranisankail,34503,53000,34503,53000,20000
8,Thakurgaon Sadar,196709,133377,157370,106701,42680
9,Total,291205,300021,251248,273117,150813
