,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of Krishi and Co-operative bank 2011,,,,,,,,,,
1,,,,,,,,,,,
2,Upazila,Krishi Bank Number of branch Number of branch,Krishi Bank Account S.D,Krishi Bank Account C.D,Krishi Bank Account F.D,Krishi Bank Account S.T.D,Co-operative Bank Number of branch Number of branch,Co-operative Bank Account S.D,Co-operative Bank Account C.D,Co-operative Bank Account F.D,Co-operative Bank Account S.T.D
3,Bhola Sadar,2,0,0,74,6,1,0,0,0,0
4,Burhanuddin,2,12712,63,175,10,0,0,0,0,0
5,Char Fasson,6,1504,168,223,31,0,0,0,0,0
6,Daulatkhan,1,2,150,500,2,655,0,0,0,0
7,Lalmohan,2,0,0,95,11,0,0,0,0,0
8,Manpura,1,251,22,0,3,0,0,0,0,0
9,Tazumuddin,1,0,200,105,5,0,0,0,0,0
10,Total,15,14469,603,1172,68,656,0,0,0,0
