,0,1,2,3,4
0,Area and production of turmeric and ginger 2009-10,,,,
1,(Area in acre and production in metric ton),,,,
2,Upazila,Turmeric Area,Turmeric Production,Ginger Area,Ginger Production
3,Baghaichhari,624,1979,351,1181
4,Barkal,810,1042,468,1942
5,Belai Chhari,189,246,80,132
6,Jurai Chhari,247,317,211,441
7,Kaptai,831,909,562,2894
8,Kawkhali,1205,1819,1078,7009
9,Langadu,172,240,44,67
10,Naniarchar,471,453,264,218
11,Rangamati Sadar,1339,2096,491,1883
12,Rajasthali,31,41,35,5
13,Total,5919,9143,3584,15772
