,0,1,2,3,4,5
0,Average rate of vehicle per kilo meter 2011,,,,,
1,,,,,,
2,(Rate in taka),(Rate in taka),(Rate in taka),(Rate in taka),(Rate in taka),(Rate in taka)
3, Upazila,Vehicle,Vehicle,Vehicle,Vehicle,Vehicle
4, Upazila,Rickshaw,Rickshaw van,Easy bike,Auto rickshaw,Tempo
5,Baghaichhari,20,50,10,10,5
6,Barkal,0,0,0,0,0
7,Belai Chhari,0,0,0,0,0
8,Jurai Chhari,0,0,0,10,0
9,Kaptai,10,20,0,12,3
10,Kawkhali,5,0,0,2,0
11,Langadu,10,100,0,0,0
12,Naniarchar,0,0,5,0,4
13,Rangamati Sadar,0,0,0,6,0
14,Rajasthali,20,0,0,10,0
15,Average,13,57,8,8,4
