,0,1,2,3,4,5,6
0,"Number and area of pond, dighee and other area 2010-2011",,,,,,
1,,,,,,,
2,(Area in acre),(Area in acre),(Area in acre),(Area in acre),(Area in acre),(Area in acre),(Area in acre)
3, Upazila,Pond,Pond,Dighee,Dighee, Other area, Total area
4, Upazila,Number,Area,Number,Area, Other area, Total area
5,Baghaichhari,143,339,17,109,178,626
6,Barkal,5,209,0,0,2,209
7,Belai Chhari,8,3,0,0,31,34
8,Jurai Chhari,90,79,0,0,1235,1314
9,Kaptai,217,37,0,0,5607,5644
10,Kawkhali,459,168,0,0,15,183
11,Langadu,0,0,11,11,348,347
12,Naniarchar,18,7,0,0,131,138
13,Rangamati Sadar,100,196,0,0,46175,46371
14,Rajasthali,140,32,0,0,0,32
15,Total,1180,1070,28,120,53722,54899
