,0,1,2,3,4,5,6
0,Land area under irrigation for selected crops 2008,,,,,,
1,,,,,,,
2, Upazila,Paddy,Paddy,Wheat,Wheat,Potato,Potato
3, Upazila,Total area,Irrigated area,Total area,Irrigated area,Total area,Irrigated area
4,Baghaichhari,16425,8980,27,0,350,225
5,Barkal,13296,769,15,0,269,28
6,Belai Chhari,8832,2251,2,0,116,29
7,Jurai Chhari,9471,2322,7,0,244,20
8,Kaptai,5254,1535,20,0,268,65
9,Kawkhali,8103,3686,17,0,414,80
10,Langadu,14125,1920,56,45,360,40
11,Naniarchar,7477,1290,14,0,284,109
12,Rangamati Sadar,8090,2492,34,0,218,149
13,Rajasthali,3139,832,18,0,197,41
14,Total,94212,15139,210,45,2720,786
