,0,1,2,3,4,5,6,7,8
0,"Number of Government secondary school, teacher and student 2011",,,,,,,,
1,,,,,,,,,
2, Upazila,Number of  school,Number of teacher,Number of teacher,Number of teacher,Number of student,Number of student,Number of student,Students per teacher
3, Upazila,Number of  school,Male,Female,Total,Male,Female,Total,Students per teacher
4,Baghaichhari,0,0,0,0,0,0,0,0
5,Barkal,0,0,0,0,0,0,0,0
6,Belai Chhari,0,0,0,0,0,0,0,0
7,Jurai Chhari,1,5,0,5,255,217,472,94
8,Kaptai,1,20,3,23,344,408,752,33
9,Kawkhali,0,0,0,0,0,0,0,0
10,Langadu,1,3,0,3,76,15,91,30
11,Naniarchar,0,0,0,0,0,0,0,0
12,Rangamati Sadar,2,54,18,72,685,1534,2219,31
13,Rajasthali,1,4,0,4,255,239,494,12
14,Total,6,86,21,107,1615,2413,4028,38
